1,0.13233,0.13462,0.13412,0.13456
3,0.0047502,0.0046238,0.000104058,0.00010488
5,0.0013872,0.0014143,0.00117825,0.0011739
7,0.00153237,0.0015627,0.0015981,0.0015991
9,0.00541764,0.0053442,0.000183105,0.00021804
11,0.00997161,0.010565,0.000155815,9.3486E-05
13,0.001130896,0.0010995,3.20879E-06,0.00011917
15,0.00166245,0.0016252,0.00134772,0.0012999
17,1.045415E-05,2.1414E-06,2.63211E-06,7.3346E-06
19,0.000229482,0.00024382,0.00025061,0.00025893
