1,0.085901,0.0828
3,0.0017129,0.0012008
5,0.0010343,0.00081205
7,0.00095858,0.00095299
9,0.0017248,0.0013247
11,0.0083827,0.0010342
13,0.0015834,0.00075902
15,0.00067288,0.00049145
17,4.9438E-05,4.0191E-05
19,0.00014898,0.00015303
